Unnamed: 0.1,Unnamed: 0,x,y,w,h,label,z,d,s,q
522,522,2,255,216,351,1,1,1,0,0
523,523,106,264,170,310,1,1,0,0,0
524,524,114,282,140,294,1,1,0,0,0
525,525,282,275,304,285,1,1,0,0,0
526,526,269,276,301,294,1,1,1,0,0
527,527,178,277,208,289,1,1,1,0,0
528,528,240,270,304,320,1,0,0,0,0
529,529,192,255,346,329,1,0,0,0,0
530,530,4,235,254,389,1,0,0,0,0
531,531,358,252,374,268,1,0,0,0,0
532,532,135,246,159,258,1,0,0,0,0
533,533,312,246,354,274,1,0,0,1,0
534,534,230,250,250,262,1,0,0,1,0
535,535,48,176,120,252,1,0,0,0,0
536,536,267,223,331,257,1,0,0,0,0
537,537,107,184,321,330,1,1,0,0,0
538,538,0,148,200,390,1,1,0,0,1
539,539,366,252,386,268,1,1,0,0,0
540,540,48,247,108,279,1,1,0,0,0
541,541,42,258,70,274,1,1,1,0,0
542,542,315,258,373,286,1,1,0,0,0
543,543,42,262,124,284,1,1,0,0,0
544,544,458,262,610,358,1,1,0,0,0
545,545,556,264,660,362,1,1,0,0,0
546,546,460,260,486,278,1,1,0,0,0
547,547,536,244,800,412,1,1,0,0,0
548,548,474,260,498,276,1,1,0,0,0
549,549,514,247,572,295,1,1,0,0,0
550,550,246,267,314,293,1,1,0,0,0
551,551,468,231,608,311,1,1,0,0,0
552,552,528,248,624,328,1,1,0,0,0
553,553,495,233,805,435,1,1,0,0,0
554,554,335,250,357,260,1,1,0,0,0
555,555,299,226,337,258,1,1,0,0,0
556,556,-8,21,218,475,1,1,0,0,0
557,557,20,262,92,286,1,1,0,0,0
558,558,506,244,554,272,1,0,1,0,0
559,559,498,230,562,266,1,0,0,1,0
560,560,211,189,453,385,1,1,0,0,1
561,561,182,161,454,407,1,1,0,0,1
562,562,498,202,752,370,1,1,0,0,0
563,563,574,231,682,345,1,1,0,0,0
564,564,20,250,80,272,1,1,0,0,0
565,565,458,228,622,336,1,1,0,0,0
566,566,410,235,562,327,1,1,0,0,0
567,567,146,238,306,336,1,1,0,0,1
568,568,144,222,322,340,1,1,0,0,1
569,569,462,218,554,324,1,0,0,0,0
570,570,606,238,636,256,1,0,0,0,0
571,571,682,160,802,354,1,1,1,0,0
572,572,464,234,498,256,1,1,0,0,1
573,573,401,254,423,270,1,0,0,0,1
574,574,408,140,764,398,1,0,0,0,1
575,575,328,223,400,243,1,1,1,0,0
576,576,515,236,545,252,1,1,1,0,0
577,577,501,234,529,252,1,1,1,0,0
578,578,474,245,552,265,1,1,0,0,0
579,579,291,243,373,269,1,1,0,0,0
580,580,252,222,404,290,1,1,0,0,0
581,581,738,256,762,272,1,1,0,0,0
582,582,188,236,366,302,1,1,0,0,1
583,583,246,248,324,290,1,1,0,0,1
584,584,496,247,788,325,1,1,0,0,1
585,585,586,246,798,348,1,1,0,0,0
586,586,256,232,444,304,1,1,0,0,0
587,587,310,244,390,294,1,1,0,0,0
588,588,398,226,674,332,1,0,0,0,0
589,589,14,243,260,369,1,1,0,0,0
590,590,484,204,798,360,1,1,0,0,0
591,591,458,210,800,412,1,1,0,0,1
592,592,580,167,804,439,1,1,0,0,1
593,593,8,196,182,314,1,1,1,0,0
594,594,14,243,74,279,1,1,1,0,0
595,595,144,206,244,264,1,1,1,0,0
596,596,18,254,68,282,1,1,0,0,0
597,597,110,237,188,261,1,1,0,0,0
598,598,16,253,94,285,1,1,0,0,0
599,599,23,275,109,297,1,1,0,0,0
600,600,-6,253,230,349,1,1,1,0,0
601,601,64,269,160,339,1,1,1,0,0
602,602,378,249,394,263,1,1,0,0,0
603,603,332,258,354,274,1,1,0,0,1
604,604,350,247,398,267,1,1,0,0,1
605,605,350,247,398,267,1,1,0,0,0
606,606,497,258,563,288,1,1,0,0,0
607,607,538,214,798,384,1,1,0,0,0
608,608,718,264,776,300,1,1,0,0,0
609,609,719,204,769,280,1,1,0,0,0
610,610,625,212,699,260,1,1,0,0,0
611,611,626,246,712,290,1,1,0,0,0
612,612,587,218,789,302,1,1,0,0,0
613,613,728,268,786,306,1,1,0,0,0
614,614,36,297,94,319,1,1,0,0,1
615,615,113,220,281,266,1,1,1,0,0
616,616,175,230,235,264,1,1,1,0,0
617,617,308,227,506,273,1,1,1,0,0
618,618,244,253,268,265,1,1,0,0,1
619,619,82,260,124,276,1,1,0,0,0
620,620,86,258,114,270,1,1,0,0,0
621,621,130,258,188,300,1,1,0,0,0
622,622,105,256,119,288,1,1,0,0,0
623,623,260,261,282,275,1,1,1,0,0
624,624,18,275,92,311,1,1,0,0,0
625,625,128,252,140,272,1,1,0,0,0
626,626,26,260,84,284,1,1,0,0,0
627,627,27,286,53,302,1,1,0,0,0
628,628,124,253,212,283,1,1,0,0,0
629,629,109,230,235,302,1,1,0,0,0
630,630,36,252,98,332,1,1,0,0,0
631,631,12,258,196,330,1,1,0,0,0
632,632,332,250,350,264,1,1,0,0,0
633,633,288,249,308,265,1,1,0,0,0
634,634,240,254,262,272,1,1,0,0,0
635,635,250,254,272,268,1,1,0,0,0
636,636,3,238,213,374,1,1,0,0,0
637,637,340,250,358,262,1,1,0,0,0
638,638,63,252,149,352,1,1,0,0,0
639,639,236,260,294,284,1,1,0,0,0
640,640,101,254,175,318,1,1,0,0,1
641,641,532,260,554,274,1,1,0,0,0
642,642,622,268,716,294,1,1,0,0,0
643,643,517,266,537,278,1,1,0,0,0
644,644,627,234,795,338,1,1,0,0,1
645,645,140,259,214,281,1,1,0,0,0
646,646,535,244,583,268,1,1,0,0,0
647,647,726,225,776,251,1,1,0,0,1
648,648,705,183,759,211,1,0,1,0,0
649,649,484,274,542,300,1,1,0,0,0
650,650,534,228,798,400,1,1,0,0,0
651,651,606,242,800,470,1,1,0,0,0
652,652,484,251,658,289,1,1,0,0,0
653,653,578,211,800,301,1,1,0,0,0
654,654,566,220,576,246,1,0,0,0,0
655,655,677,246,705,290,1,0,0,1,0
656,656,248,282,272,296,1,1,0,0,1
657,657,162,267,244,287,1,1,0,0,1
658,658,426,230,610,308,1,1,0,0,0
659,659,270,260,296,270,1,1,0,0,0
660,660,455,253,483,265,1,1,0,0,0
661,661,448,268,480,278,1,1,1,0,0
662,662,592,285,618,295,1,1,1,0,0
663,663,268,274,344,294,1,1,1,0,0
664,664,592,294,618,308,1,1,1,0,0
665,665,155,273,227,307,1,1,0,0,0
666,666,106,258,282,310,1,1,0,0,0
667,667,11,248,39,288,1,1,0,0,0
668,668,62,212,128,232,1,1,0,0,1
669,669,330,228,350,244,1,1,0,0,1
670,670,217,228,263,254,1,1,0,0,0
671,671,706,218,734,248,1,1,0,0,0
672,672,262,60,272,86,1,0,0,0,1
673,673,2,168,260,460,1,0,0,0,1
674,674,14,270,62,310,1,1,0,0,0
675,675,742,258,786,318,1,1,0,0,0
676,676,284,286,308,300,1,1,0,0,0
677,677,176,280,236,304,1,1,0,0,0
678,678,683,288,707,304,1,1,0,0,0
679,679,18,274,86,310,1,1,0,0,0
680,680,726,279,782,303,1,1,0,0,0
681,681,158,272,232,292,1,1,0,0,0
682,682,645,250,667,266,1,1,0,0,0
683,683,14,266,64,306,1,1,0,0,0
684,684,765,272,783,294,1,1,0,0,0
685,685,22,278,52,298,1,1,1,0,0
686,686,516,262,538,272,1,1,1,0,0
687,687,550,258,576,274,1,1,0,0,0
688,688,618,242,774,302,1,1,0,0,0
689,689,498,252,518,264,1,1,0,0,0
690,690,428,260,450,278,1,1,0,0,0
691,691,494,266,560,290,1,1,0,0,0
692,692,376,253,394,267,1,1,0,0,0
693,693,196,252,214,264,1,1,0,0,0
694,694,572,243,802,429,1,1,0,0,0
695,695,436,266,508,292,1,1,0,0,0
696,696,88,252,134,276,1,1,0,0,0
697,697,12,273,58,313,1,1,0,0,0
698,698,70,259,144,287,1,1,0,0,0
699,699,156,258,178,278,1,1,0,0,0
700,700,222,277,246,287,1,1,0,0,0
701,701,355,12,367,42,1,1,0,0,0
702,702,114,273,172,301,1,1,0,0,0
703,703,337,278,355,290,1,1,0,0,0
704,704,524,278,548,290,1,1,0,0,0
705,705,128,298,148,310,1,1,0,0,0
706,706,241,294,271,318,1,1,0,0,0
707,707,10,252,260,376,1,1,0,0,0
708,708,578,260,614,274,1,1,0,0,0
709,709,670,270,756,290,1,1,0,0,0
710,710,710,250,774,274,1,1,0,0,0
711,711,17,272,93,304,1,1,0,0,0
712,712,230,276,280,302,1,1,0,0,0
713,713,754,256,768,286,1,1,0,0,0
714,714,92,267,128,279,1,1,0,0,0
715,715,114,267,148,279,1,1,0,0,0
716,716,528,192,664,300,1,0,0,0,0
717,717,632,177,804,419,1,0,0,0,0
718,718,345,88,355,110,1,1,0,0,0
719,719,681,302,693,336,1,1,0,0,0
720,720,568,303,580,329,1,1,0,0,0
721,721,174,266,236,294,1,1,0,0,0
722,722,399,252,427,274,1,1,0,0,0
723,723,490,186,672,266,1,1,1,0,0
724,724,88,211,178,273,1,1,1,0,0
725,725,246,232,326,260,1,0,0,0,0
726,726,4,166,112,306,1,1,0,0,0
727,727,34,192,82,280,1,1,0,0,0
728,728,356,106,366,130,1,1,0,0,0
729,729,16,274,68,310,1,1,0,0,0
730,730,515,178,687,316,1,1,0,0,0
731,731,692,92,794,412,1,1,0,0,0
732,732,220,216,244,230,1,0,0,1,0
733,733,374,222,464,242,1,0,0,1,0
734,734,333,206,509,300,1,0,0,1,0
735,735,241,226,271,244,1,0,0,1,0
736,736,164,209,472,369,1,0,0,0,0
737,737,220,227,248,241,1,0,0,0,0
738,738,356,88,368,114,1,1,0,0,0
739,739,631,242,643,272,1,1,0,0,0
740,740,688,256,700,288,1,1,0,0,0
741,741,372,76,384,104,1,1,0,0,0
742,742,236,274,284,298,1,1,0,0,0
743,743,240,275,302,299,1,1,0,0,0
744,744,415,16,427,48,1,1,0,0,0
745,745,34,232,236,332,1,1,0,0,0
746,746,4,242,110,424,1,1,0,0,0
747,747,31,278,81,384,1,1,0,0,0
748,748,440,262,460,272,1,1,0,0,1
749,749,644,239,664,281,1,1,0,0,1
750,750,442,258,462,272,1,1,0,0,0
751,751,606,238,616,280,1,1,0,0,0
752,752,659,242,671,278,1,1,0,0,0
753,753,526,254,588,278,1,1,0,0,0
754,754,564,248,808,368,1,1,0,0,0
755,755,542,276,596,306,1,1,0,0,0
756,756,228,260,240,284,1,1,1,0,0
757,757,136,254,194,312,1,1,0,0,0
758,758,95,240,227,326,1,1,0,0,0
759,759,72,288,150,306,1,0,0,0,0
760,760,366,204,388,220,1,0,0,1,0
761,761,423,230,459,256,1,1,0,0,0
762,762,459,290,505,314,1,1,0,0,0
763,763,538,287,622,317,1,1,0,0,0
764,764,70,284,162,350,1,1,0,0,0
765,765,246,272,270,290,1,1,0,0,0
766,766,15,258,167,320,1,1,0,0,0
767,767,394,262,420,280,1,1,0,0,1
768,768,555,253,639,313,1,1,0,0,0
769,769,407,13,419,41,1,0,0,1,0
770,770,431,260,449,270,1,0,0,1,0
771,771,425,227,445,241,1,0,0,1,0
772,772,432,246,480,270,1,0,0,0,0
773,773,426,242,478,292,1,0,1,0,0
774,774,378,224,518,302,1,0,1,0,0
775,775,380,254,396,278,1,0,1,0,0
776,776,183,237,517,391,1,0,1,0,0
777,777,490,264,572,296,1,1,0,0,0
778,778,57,278,167,350,1,1,0,0,0
779,779,60,213,200,281,1,0,0,0,1
780,780,148,228,358,338,1,1,0,0,0
781,781,93,246,457,436,1,1,0,0,1
782,782,-2,204,312,504,1,1,0,0,0
783,783,382,223,402,269,1,1,0,0,1
784,784,382,238,404,282,1,1,0,0,1
785,785,391,240,411,290,1,0,0,0,0
786,786,392,240,410,288,1,0,0,0,0
787,787,391,240,411,288,1,0,0,0,0
788,788,392,240,410,288,1,0,0,0,0
789,789,393,241,411,289,1,0,0,0,0
790,790,393,241,411,289,1,0,0,0,0
791,791,394,244,412,290,1,0,0,0,0
792,792,395,242,413,290,1,0,0,0,0
793,793,396,242,412,290,1,0,0,0,0
794,794,395,242,411,290,1,0,0,0,0
795,795,396,242,412,290,1,0,0,0,0
796,796,394,243,412,289,1,0,0,0,0
797,797,394,242,412,288,1,0,0,0,0
798,798,394,243,412,289,1,0,1,0,0
799,799,394,242,412,288,1,0,1,0,0
800,800,394,242,412,290,1,0,0,0,0
801,801,393,242,411,290,1,0,0,0,0
802,802,392,240,410,288,1,0,1,0,0
803,803,394,242,410,288,1,0,1,0,0
804,804,376,247,398,293,1,1,0,0,1
805,805,394,237,414,289,1,1,0,0,1
806,806,11,268,33,316,1,0,0,0,1
807,807,294,230,312,292,1,0,0,0,1
808,808,607,213,635,281,1,0,0,0,1
809,809,680,222,714,302,1,0,0,0,0
810,810,671,228,705,300,1,0,0,0,0
811,811,680,224,710,304,1,0,0,0,0
812,812,678,225,706,303,1,0,0,0,0
813,813,680,220,712,302,1,0,0,0,0
814,814,682,222,716,300,1,0,0,0,0
815,815,682,222,712,302,1,0,0,0,0
816,816,680,222,712,302,1,0,0,0,0
817,817,682,224,712,302,1,0,1,0,0
818,818,682,222,712,304,1,0,1,0,0
819,819,682,224,712,304,1,0,1,1,0
820,820,710,220,742,302,1,0,1,1,0
821,821,150,245,172,291,1,1,0,0,1
822,822,133,248,159,290,1,1,0,0,1
823,823,274,244,298,294,1,1,0,0,1
824,824,709,246,719,278,1,1,0,0,0
825,825,552,221,572,261,1,1,0,0,0
826,826,565,246,579,280,1,0,0,0,0
827,827,521,246,531,274,1,1,0,0,0
828,828,604,240,616,272,1,1,0,0,1
829,829,646,250,658,290,1,1,0,0,0
830,830,372,265,396,279,1,1,0,0,1
831,831,318,252,342,270,1,1,0,0,1
832,832,470,248,526,270,1,1,0,0,1
833,833,532,253,558,273,1,1,0,0,1
834,834,597,311,791,409,1,1,0,0,0
835,835,240,267,320,291,1,1,0,0,0
836,836,440,242,466,258,1,1,0,0,0
837,837,196,150,342,272,1,0,0,1,0
838,838,-2,43,174,369,1,0,1,0,0
839,839,669,240,795,362,1,1,0,0,1
840,840,436,65,448,91,1,1,0,0,1
841,841,340,232,358,246,1,0,0,1,1
842,842,357,236,407,266,1,1,0,0,0
843,843,72,234,236,332,1,1,0,0,0
844,844,714,258,744,312,1,1,0,0,1
845,845,120,254,144,266,1,1,0,0,1
846,846,398,252,416,266,1,1,0,0,0
847,847,268,262,294,276,1,1,0,0,0
848,848,146,251,208,311,1,1,0,0,0
849,849,556,264,588,274,1,1,0,0,1
850,850,676,258,710,272,1,1,0,0,1
851,851,208,237,230,251,1,1,0,0,0
852,852,682,210,694,240,1,1,0,0,0
853,853,401,33,411,55,1,1,0,0,0
854,854,546,230,606,252,1,1,0,0,0
855,855,228,244,292,268,1,1,0,0,0
856,856,530,196,588,244,1,1,0,0,0
857,857,12,218,62,268,1,1,0,0,0
858,858,108,196,118,222,1,1,0,0,0
859,859,404,251,428,267,1,1,0,0,1
860,860,544,212,788,314,1,1,0,0,1
861,861,526,237,610,295,1,0,1,1,0
862,862,422,261,444,275,1,0,0,0,0
863,863,291,162,627,282,1,0,0,0,0
864,864,396,56,408,74,1,0,0,0,0
865,865,502,60,516,84,1,1,0,0,0
866,866,589,260,615,274,1,0,1,0,0
867,867,608,228,760,298,1,0,1,0,0
868,868,658,237,720,283,1,0,1,0,0
869,869,734,264,784,306,1,1,0,0,0
870,870,182,245,350,301,1,1,0,0,0
871,871,556,262,588,276,1,1,0,0,0
872,872,154,248,180,266,1,1,0,0,0
873,873,-4,202,140,362,1,1,0,0,0
874,874,12,273,30,295,1,1,0,0,0
875,875,525,253,601,275,1,1,0,0,0
876,876,18,207,164,277,1,1,0,0,0
877,877,506,213,680,259,1,1,0,0,0
878,878,618,203,710,263,1,1,0,0,0
879,879,554,190,774,276,1,1,0,0,0
880,880,24,230,80,262,1,1,0,0,0
881,881,648,232,740,332,1,1,0,0,0
882,882,650,230,662,256,1,1,0,0,0
883,883,571,234,633,300,1,1,0,0,0
884,884,135,245,207,277,1,1,0,0,0
885,885,107,227,237,295,1,1,0,0,0
886,886,492,250,542,280,1,1,1,0,0
887,887,28,260,62,278,1,1,0,0,0
888,888,-3,210,155,322,1,0,0,0,0
889,889,258,228,278,240,1,0,0,0,0
890,890,16,232,74,268,1,1,0,0,0
891,891,0,241,140,303,1,1,0,0,0
892,892,618,250,628,280,1,1,0,0,1
893,893,464,246,476,272,1,1,0,0,1
894,894,680,272,714,310,1,1,0,0,0
895,895,104,242,126,290,1,1,0,0,0
896,896,122,244,148,290,1,1,0,0,0
897,897,719,213,737,263,1,0,0,0,0
898,898,649,221,675,263,1,0,0,0,0
899,899,718,211,738,261,1,0,0,0,0
900,900,648,216,672,258,1,0,0,0,0
901,901,717,210,737,260,1,0,0,0,0
902,902,648,216,672,258,1,0,0,0,0
903,903,716,217,736,261,1,0,0,0,0
904,904,648,219,672,261,1,0,0,0,0
905,905,716,217,736,263,1,0,0,0,0
906,906,650,222,674,262,1,0,0,0,0
907,907,714,220,736,262,1,0,0,0,0
908,908,648,220,674,262,1,0,0,0,0
909,909,716,220,736,262,1,0,0,0,0
910,910,650,222,674,262,1,0,0,0,0
911,911,716,218,736,262,1,0,0,0,0
912,912,650,222,674,262,1,0,0,0,0
913,913,716,218,738,262,1,0,0,0,0
914,914,716,218,736,262,1,0,0,0,0
915,915,649,219,673,261,1,0,0,0,0
916,916,715,218,737,262,1,0,0,0,0
917,917,716,219,738,263,1,0,0,0,0
918,918,648,220,674,262,1,0,0,0,0
919,919,648,217,676,261,1,0,0,0,0
920,920,692,169,800,345,1,0,0,0,0
921,921,704,162,792,444,1,0,0,0,0
922,922,646,181,752,341,1,0,0,0,0
923,923,591,190,731,316,1,0,0,0,0
924,924,600,190,706,334,1,0,0,0,0
925,925,580,192,682,326,1,0,0,0,0
926,926,708,218,732,260,1,0,0,0,0
927,927,602,234,652,290,1,0,0,0,0
928,928,707,217,729,261,1,0,0,0,0
929,929,708,218,728,262,1,1,0,0,0
930,930,590,240,624,288,1,1,0,0,0
931,931,573,240,611,290,1,1,0,0,1
932,932,718,218,740,268,1,1,0,0,0
933,933,580,250,626,318,1,1,0,0,0
934,934,692,238,726,300,1,0,0,0,0
935,935,709,234,751,302,1,1,0,0,1
936,936,3,486,169,590,1,1,1,0,0
937,937,86,252,198,308,1,1,1,0,0
938,938,64,204,436,314,1,0,0,0,1
939,939,692,228,750,260,1,0,0,0,1
940,940,126,166,556,332,1,1,1,0,0
941,941,459,176,803,360,1,0,1,0,0
942,942,383,175,805,365,1,1,0,0,0
943,943,259,165,663,375,1,1,0,0,0
944,944,546,168,796,440,1,1,0,0,0
945,945,414,208,436,218,1,0,0,0,0
946,946,579,168,607,182,1,0,0,0,1
947,947,554,184,584,200,1,1,0,0,0
948,948,508,192,688,244,1,0,1,1,0
949,949,440,216,474,230,1,0,1,1,0
950,950,630,196,708,234,1,0,1,1,0
951,951,456,204,484,218,1,0,1,1,0
952,952,101,234,125,246,1,0,1,1,0
953,953,492,172,592,232,1,1,0,0,1
954,954,-10,173,324,305,1,1,1,0,0
955,955,69,198,231,278,1,1,1,0,0
956,956,6,113,220,331,1,1,0,0,0
957,957,604,264,798,344,1,1,0,0,1
958,958,622,251,742,311,1,0,0,0,1
959,959,692,248,704,270,1,1,0,0,0
960,960,276,254,298,272,1,1,0,0,0
961,961,382,252,404,272,1,1,0,0,0
962,962,330,252,356,274,1,1,0,0,0
963,963,268,247,314,271,1,1,0,0,0
964,964,265,244,311,276,1,1,0,0,0
965,965,268,232,312,298,1,1,0,0,0
966,966,88,252,110,264,1,1,0,0,0
967,967,54,202,270,370,1,1,0,0,0
968,968,2,138,260,448,1,1,0,0,1
969,969,0,195,210,371,1,1,0,0,0
970,970,210,244,272,274,1,1,0,0,0
971,971,161,239,215,303,1,1,0,0,0
972,972,132,218,254,320,1,1,0,0,0
973,973,-4,181,180,413,1,1,0,0,0
974,974,348,237,370,253,1,1,0,0,0
975,975,506,248,554,276,1,1,0,0,0
976,976,544,242,598,296,1,1,0,0,0
977,977,498,235,632,307,1,1,0,0,0
978,978,552,226,670,312,1,1,0,0,0
979,979,472,206,748,336,1,1,0,0,0
980,980,504,152,808,450,1,1,1,0,0
981,981,728,241,784,289,1,0,0,0,0
982,982,416,230,436,240,1,0,0,1,0
983,983,293,272,343,296,1,1,0,0,0
984,984,10,270,196,348,1,1,0,0,0
985,985,112,278,178,306,1,1,0,0,0
986,986,-1,246,107,422,1,1,0,0,0
987,987,26,276,76,390,1,1,0,0,0
988,988,680,260,694,282,1,1,0,0,0
989,989,-8,252,160,406,1,1,0,0,0
990,990,41,282,115,376,1,1,0,0,0
991,991,720,63,732,89,1,1,0,0,1
992,992,764,253,784,269,1,1,0,0,1
993,993,194,275,218,287,1,1,0,0,0
994,994,87,282,113,296,1,1,0,0,0
995,995,206,272,242,286,1,1,0,0,0
996,996,13,269,59,295,1,1,0,0,0
997,997,24,273,56,289,1,1,0,0,0
998,998,219,262,241,276,1,1,0,0,0
999,999,374,250,392,264,1,1,0,0,0
1000,1000,300,264,328,276,1,0,0,1,0
1001,1001,16,248,66,282,1,0,0,0,0
1002,1002,119,212,287,288,1,0,0,0,0
1003,1003,176,230,244,262,1,1,0,0,0
1004,1004,2,206,198,320,1,1,0,0,0
1005,1005,409,236,439,252,1,1,0,0,0
1006,1006,44,253,126,323,1,1,0,0,0
1007,1007,-2,232,182,352,1,1,0,0,0
1008,1008,415,259,467,283,1,1,0,0,0
1009,1009,453,256,505,280,1,1,1,0,0
1010,1010,566,274,644,302,1,1,0,0,0
1011,1011,385,108,395,130,1,1,0,0,0
1012,1012,14,256,64,284,1,1,0,0,0
1013,1013,504,38,518,70,1,1,0,0,0
1014,1014,562,255,708,333,1,1,0,0,0
1015,1015,716,108,728,142,1,1,0,0,0
1016,1016,106,249,176,269,1,1,0,0,0
1017,1017,14,250,66,276,1,1,0,0,0
1018,1018,621,265,791,361,1,1,0,0,0
1019,1019,288,246,314,270,1,1,0,0,0
1020,1020,294,249,352,281,1,1,0,0,0
1021,1021,110,204,304,342,1,1,0,0,0
1022,1022,167,226,249,322,1,1,0,0,0
1023,1023,307,251,325,273,1,1,0,0,0
1024,1024,70,222,270,306,1,1,0,0,0
1025,1025,147,248,171,264,1,1,0,0,0
1026,1026,16,250,96,278,1,0,0,0,0
1027,1027,185,235,259,267,1,0,0,0,0
1028,1028,-5,187,185,299,1,0,0,0,0
1029,1029,306,224,326,242,1,0,0,1,0
1030,1030,198,226,220,240,1,0,0,1,0
1031,1031,-4,187,102,301,1,0,0,1,0
1032,1032,23,207,69,281,1,0,0,1,0
1033,1033,374,232,396,244,1,0,0,1,0
1034,1034,439,248,461,264,1,1,0,0,0
1035,1035,368,228,392,254,1,1,0,0,0
1036,1036,492,249,516,267,1,1,0,0,0
